elemento insertado, costo promedio, costo real, costo real promedio
1,1,1,0
2,1,2,0
3,1,3,0
4,1,4,0
5,1,5,0
6,1,6,0
7,1,7,0
8,1,8,0
9,1,9,0
10,1,10,0
11,1,11,0
12,1,12,0
13,1,13,0
14,1,14,0
15,1,15,0
16,1,16,0
17,1,17,0
18,1,18,0
19,1,19,0
20,1,20,0
21,1,21,0
22,1,22,0
23,1,23,0
24,1,24,0
25,1,25,0
26,1,26,0
27,1,27,0
28,1,28,0
29,1,29,0
30,1,30,0
31,1,31,0
32,1,32,0
33,1,33,0
34,1,34,0
35,1,35,0
36,1,36,0
37,1,37,0
38,1,38,0
39,1,39,0
40,1,40,0
41,1,41,0
42,1,42,0
43,1,43,0
44,1,44,0
45,1,45,0
46,1,46,0
47,1,47,0
48,1,48,0
49,1,49,0
50,1,50,0
51,1,51,0
52,1,52,0
53,1,53,0
54,1,54,0
55,1,55,0
56,1,56,0
57,1,57,0
58,1,58,0
59,1,59,0
60,1,60,0
61,1,61,0
62,1,62,0
63,1,63,0
64,1,64,0
65,1,65,0
66,1,66,0
67,1,67,0
68,1,68,0
69,1,69,0
70,1,70,0
71,1,71,0
72,1,72,0
73,1,73,0
74,1,74,0
75,1,75,0
76,1,76,0
77,1,77,0
78,1,78,0
79,1,79,0
80,1,80,0
81,1,81,0
82,1,82,0
83,1,83,0
84,1,84,0
85,1,85,0
86,1,86,0
87,1,87,0
88,1,88,0
89,1,89,0
90,1,90,0
91,1,91,0
92,1,92,0
93,1,93,0
94,1,94,0
95,1,95,0
96,1,96,0
97,1,97,0
98,1,98,0
99,1,99,0
100,1,100,0
101,1,101,0
102,1,102,0
103,1,103,0
104,1,104,0
105,1,105,0
106,1,106,0
107,1,107,0
108,1,108,0
109,1,109,0
110,1,110,0
111,1,111,0
112,1,112,0
113,1,113,0
114,1,114,0
115,1,115,0
116,1,116,0
117,1,117,0
118,1,118,0
119,1,119,0
120,1,120,0
121,1,121,0
122,1,122,0
123,1,123,0
124,1,124,0
125,1,125,0
126,1,126,0
127,1,127,0
128,1,128,0
129,2,129,0
130,2,130,0
131,2,131,0
132,2,132,0
133,2,133,0
134,2,134,0
135,2,135,0
136,2,136,0
137,2,137,0
138,2,138,0
139,2,139,0
140,2,140,0
141,2,141,0
142,2,142,0
143,2,143,0
144,2,144,0
145,2,145,0
146,2,146,0
147,2,147,0
148,2,148,0
149,2,149,0
150,2,150,0
151,2,151,0
152,2,152,0
153,2,153,0
154,2,154,0
155,2,155,0
156,2,156,0
157,2,157,0
158,2,158,0
159,2,159,0
160,2,160,0
161,2,161,0
162,2,162,0
163,2,163,0
164,2,164,0
165,2,165,0
166,2,166,0
167,2,167,0
168,2,168,0
169,2,169,0
170,2,170,0
171,2,171,0
172,2,172,0
173,2,173,0
174,2,174,0
175,2,175,0
176,2,176,0
177,2,177,0
178,2,178,0
179,2,179,0
180,2,180,0
181,2,181,0
182,2,182,0
183,2,183,0
184,2,184,0
185,2,185,0
186,2,186,0
187,2,187,0
188,2,188,0
189,2,189,0
190,2,190,0
191,2,191,0
192,2,192,0
193,2,193,0
194,2,194,0
195,2,195,0
196,2,196,0
197,2,197,0
198,2,198,0
199,2,199,0
200,2,200,0
201,2,201,0
202,2,202,0
203,2,203,0
204,2,204,0
205,2,205,0
206,2,206,0
207,2,207,0
208,2,208,0
209,2,209,0
210,2,210,0
211,2,211,0
212,2,212,0
213,2,213,0
214,2,214,0
215,2,215,0
216,2,216,0
217,2,217,0
218,2,218,0
219,2,219,0
220,2,220,0
221,2,221,0
222,2,222,0
223,2,223,0
224,2,224,0
225,2,225,0
226,2,226,0
227,2,227,0
228,2,228,0
229,2,229,0
230,2,230,0
231,2,231,0
232,2,232,0
233,2,233,0
234,2,234,0
235,2,235,0
236,2,236,0
237,2,237,0
238,2,238,0
239,2,239,0
240,2,240,0
241,2,241,0
242,2,242,0
243,2,243,0
244,2,244,0
245,2,245,0
246,2,246,0
247,2,247,0
248,2,248,0
249,2,249,0
250,2,250,0
251,2,251,0
252,2,252,0
253,2,253,0
254,2,254,0
255,2,255,0
256,2,256,0
257,3,257,0
258,3,258,0
259,3,259,0
260,3,260,0
261,3,261,0
262,3,262,0
263,3,263,0
264,3,264,0
265,3,265,0
266,3,266,0
267,3,267,0
268,3,268,0
269,3,269,0
270,3,270,0
271,3,271,0
272,3,272,0
273,3,273,0
274,3,274,0
275,3,275,0
276,3,276,0
277,3,277,0
278,3,278,0
279,3,279,0
280,3,280,0
281,3,281,0
282,3,282,0
283,3,283,0
284,3,284,0
285,3,285,0
286,3,286,0
287,3,287,0
288,3,288,0
289,3,289,0
290,3,290,0
291,3,291,0
292,3,292,0
293,3,293,0
294,3,294,0
295,3,295,0
296,3,296,0
297,3,297,0
298,3,298,0
299,3,299,0
300,3,300,0
301,3,301,0
302,3,302,0
303,3,303,0
304,3,304,0
305,3,305,0
306,3,306,0
307,3,307,0
308,3,308,0
309,3,309,0
310,3,310,0
311,3,311,0
312,3,312,0
313,3,313,0
314,3,314,0
315,3,315,0
316,3,316,0
317,3,317,0
318,3,318,0
319,3,319,0
320,3,320,0
321,3,321,0
322,3,322,0
323,3,323,0
324,3,324,0
325,3,325,0
326,3,326,0
327,3,327,0
328,3,328,0
329,3,329,0
330,3,330,0
331,3,331,0
332,3,332,0
333,3,333,0
334,3,334,0
335,3,335,0
336,3,336,0
337,3,337,0
338,3,338,0
339,3,339,0
340,3,340,0
341,3,341,0
342,3,342,0
343,3,343,0
344,3,344,0
345,3,345,0
346,3,346,0
347,3,347,0
348,3,348,0
349,3,349,0
350,3,350,0
351,3,351,0
352,3,352,0
353,3,353,0
354,3,354,0
355,3,355,0
356,3,356,0
357,3,357,0
358,3,358,0
359,3,359,0
360,3,360,0
361,3,361,0
362,3,362,0
363,3,363,0
364,3,364,0
365,3,365,0
366,3,366,0
367,3,367,0
368,3,368,0
369,3,369,0
370,3,370,0
371,3,371,0
372,3,372,0
373,3,373,0
374,3,374,0
375,3,375,0
376,3,376,0
377,3,377,0
378,3,378,0
379,3,379,0
380,3,380,0
381,3,381,0
382,3,382,0
383,3,383,0
384,3,384,0
385,2,616,1
386,2,617,1
387,2,618,1
388,2,619,1
389,2,620,1
390,2,621,1
391,2,622,1
392,2,623,1
393,2,624,1
394,2,625,1
395,2,626,1
396,2,627,1
397,2,628,1
398,2,629,1
399,2,630,1
400,2,631,1
401,2,632,1
402,2,633,1
403,2,634,1
404,2,635,1
405,2,636,1
406,2,637,1
407,2,638,1
408,2,639,1
409,2,640,1
410,2,641,1
411,2,642,1
412,2,643,1
413,2,644,1
414,2,645,1
415,2,646,1
416,2,647,1
417,2,648,1
418,2,649,1
419,2,650,1
420,2,651,1
421,2,652,1
422,2,653,1
423,2,654,1
424,2,655,1
425,2,656,1
426,2,657,1
427,2,658,1
428,2,659,1
429,2,660,1
430,2,661,1
431,2,662,1
432,2,663,1
433,2,664,1
434,2,665,1
435,2,666,1
436,2,667,1
437,2,668,1
438,2,669,1
439,2,670,1
440,2,671,1
441,2,672,1
442,2,673,1
443,3,674,1
444,3,675,1
445,3,676,1
446,3,677,1
447,3,678,1
448,3,679,1
449,3,680,1
450,3,681,1
451,3,682,1
452,3,683,1
453,3,684,1
454,3,685,1
455,3,686,1
456,3,687,1
457,3,688,1
458,3,689,1
459,3,690,1
460,3,691,1
461,3,692,1
462,3,693,1
463,3,694,1
464,3,695,1
465,3,696,1
466,3,697,1
467,3,698,1
468,3,699,1
469,3,700,1
470,3,701,1
471,3,702,1
472,3,703,1
473,3,704,1
474,3,705,1
475,3,706,1
476,3,707,1
477,3,708,1
478,3,709,1
479,3,710,1
480,3,711,1
481,3,712,1
482,3,713,1
483,3,714,1
484,3,715,1
485,3,716,1
486,3,717,1
487,3,718,1
488,3,719,1
489,3,720,1
490,3,721,1
491,3,722,1
492,3,723,1
493,3,724,1
494,3,725,1
495,3,726,1
496,3,727,1
497,3,728,1
498,3,729,1
499,3,730,1
500,3,731,1
501,3,732,1
502,3,733,1
503,3,734,1
504,3,735,1
505,3,736,1
506,3,737,1
507,3,738,1
508,3,739,1
509,3,740,1
510,3,741,1
511,3,742,1
512,3,743,1
513,3,744,1
514,3,745,1
515,3,746,1
516,3,747,1
517,3,748,1
518,3,749,1
519,3,750,1
520,3,751,1
521,3,752,1
522,3,753,1
523,3,754,1
524,3,755,1
525,3,756,1
526,3,757,1
527,3,758,1
528,3,759,1
529,3,760,1
530,3,761,1
531,3,762,1
532,3,763,1
533,3,764,1
534,3,765,1
535,3,766,1
536,3,767,1
537,3,768,1
538,3,769,1
539,3,770,1
540,3,771,1
541,3,772,1
542,3,773,1
543,3,774,1
544,3,775,1
545,3,776,1
546,3,777,1
547,3,778,1
548,3,779,1
549,3,780,1
550,3,781,1
551,3,782,1
552,3,783,1
553,3,784,1
554,3,785,1
555,3,786,1
556,3,787,1
557,3,788,1
558,3,789,1
559,3,790,1
560,3,791,1
561,3,792,1
562,3,793,1
563,3,794,1
564,3,795,1
565,3,796,1
566,3,797,1
567,3,798,1
568,3,799,1
569,3,800,1
570,3,801,1
571,3,802,1
572,3,803,1
573,3,804,1
574,3,805,1
575,3,806,1
576,3,807,1
577,3,808,1
578,3,809,1
579,3,810,1
580,3,811,1
581,3,812,1
582,3,813,1
583,3,814,1
584,3,815,1
585,3,816,1
586,3,817,1
587,3,818,1
588,3,819,1
589,3,820,1
590,3,821,1
591,3,822,1
592,3,823,1
593,3,824,1
594,3,825,1
595,3,826,1
596,3,827,1
597,3,828,1
598,3,829,1
599,3,830,1
600,3,831,1
601,3,832,1
602,3,833,1
603,3,834,1
604,3,835,1
605,3,836,1
606,3,837,1
607,3,838,1
608,3,839,1
609,3,840,1
610,3,841,1
611,3,842,1
612,3,843,1
613,3,844,1
614,3,845,1
615,3,846,1
616,3,847,1
617,3,848,1
618,3,849,1
619,3,850,1
620,3,851,1
621,3,852,1
622,3,853,1
623,3,854,1
624,3,855,1
625,3,856,1
626,3,857,1
627,3,858,1
628,3,859,1
629,3,860,1
630,3,861,1
631,3,862,1
632,3,863,1
633,3,864,1
634,3,865,1
635,3,866,1
636,3,867,1
637,3,868,1
638,3,869,1
639,3,870,1
640,3,871,1
641,3,872,1
642,3,873,1
643,3,874,1
644,3,875,1
645,3,876,1
646,3,877,1
647,3,878,1
648,3,879,1
649,3,880,1
650,3,881,1
651,3,882,1
652,3,883,1
653,3,884,1
654,3,885,1
655,3,886,1
656,3,887,1
657,3,888,1
658,3,889,1
659,3,890,1
660,3,891,1
661,3,892,1
662,3,893,1
663,3,894,1
664,3,895,1
665,3,896,1
666,3,897,1
667,3,898,1
668,3,899,1
669,3,900,1
670,3,901,1
671,3,902,1
672,3,903,1
673,3,904,1
674,3,905,1
675,3,906,1
676,3,907,1
677,3,908,1
678,3,909,1
679,3,910,1
680,3,911,1
681,3,912,1
682,3,913,1
683,3,914,1
684,3,915,1
685,3,916,1
686,3,917,1
687,3,918,1
688,3,919,1
